power_density,thermal_cond_si,boundary_temp,metal_cond_Cu,metal_cond_W,die_thickness,block_power_map,tim_hs_conductance,x,y,hotspot_cx,hotspot_cy,sigma_spot,r_sq,temperature
3.79,152.43,309.48,396.81,157.3,0.336,1.578,0.4865,0.7712,0.9987,0.5132,0.6323,0.2313,0.200797,317.326
6.349,103.16,323.89,353.71,155.04,0.648,1.672,0.6376,0.2281,0.9193,0.2565,0.4244,0.0882,0.245712,364.163
3.797,106.57,300.99,360.42,151.9,0.781,7.039,0.836,0.9222,0.7779,0.7111,0.3893,0.1258,0.195592,328.915
6.849,143.46,307.05,385.78,174.77,0.529,0.766,0.9129,0.5926,0.8124,0.4928,0.3694,0.0585,0.206181,332.989
7.833,158.67,314.19,399.86,171.31,0.557,13.702,0.3196,0.3799,0.5737,0.4968,0.7167,0.1385,0.034099,350.969
5.25,161.17,310.69,393.82,158.8,0.492,6.102,1.1831,0.5019,0.1902,0.861,0.8895,0.2333,0.617946,327.857
2.015,148.19,328.2,354.95,175.11,0.738,6.028,0.3367,0.6051,0.677,0.357,0.3605,0.0987,0.161751,337.741
3.658,114.07,328.43,380.36,175.01,0.764,5.224,1.1821,0.5599,0.7128,0.4046,0.6392,0.2071,0.029536,364.522
1.066,113.65,293.26,383.26,154.13,0.499,4.834,0.542,0.4864,0.9854,0.5736,0.8025,0.0576,0.041056,297.571
5.219,161.7,301.91,381.54,171.41,0.745,1.853,1.103,0.5049,0.5413,0.373,0.8871,0.2139,0.136984,328.201
6.751,107.93,290.3,378.4,158.77,0.402,9.308,1.0921,0.1764,0.2714,0.7632,0.5626,0.1126,0.42912,316.159
5.41,148.02,306.71,364.61,164.02,0.529,4.174,0.7357,0.8127,0.6837,0.5373,0.2464,0.0624,0.267062,325.318
6.503,137.35,316.49,383.43,162.9,0.426,5.532,0.976,0.5418,0.9794,0.1021,0.535,0.1166,0.39073,336.106
6.599,129.5,308.85,386.42,168.01,0.412,5.374,0.8981,0.1311,0.1772,0.3577,0.6242,0.1622,0.251168,328.117
6.957,130.82,292.69,378.79,160.41,0.728,5.425,1.0397,0.7662,0.326,0.4993,0.4834,0.2359,0.096014,338.254
2.867,166.16,297.84,374.86,152.2,0.657,13.251,0.8005,0.9324,0.5419,0.7244,0.3462,0.1157,0.081565,310.261
7.099,160.3,296.93,360.95,170.18,0.333,7.329,0.6029,0.9473,0.1702,0.6925,0.3502,0.1248,0.097332,311.537
5.579,160.55,310.45,377.24,178.82,0.679,7.895,0.6758,0.369,0.0222,0.6361,0.7406,0.1889,0.587393,335.28
3.028,128.46,317.11,356.41,170.04,0.586,11.869,0.4254,0.1355,0.337,0.7672,0.8727,0.0539,0.685982,332.858
7.911,107.49,302.65,353.64,166.19,0.693,4.964,0.5583,0.5184,0.8654,0.2714,0.6507,0.1909,0.107098,357.82
7.651,169.85,295.22,388.89,154.91,0.597,11.528,1.1707,0.1126,0.0435,0.4677,0.4641,0.0577,0.303036,322.408
5.021,110.17,321.94,383.81,168.76,0.489,3.117,0.6864,0.934,0.4289,0.5326,0.3549,0.239,0.166629,346.079
6.902,136.09,324.33,382.45,168.33,0.547,10.771,0.9422,0.1836,0.7622,0.8788,0.2294,0.2488,0.767275,352.219
2.83,118.52,301.06,396.41,168.56,0.371,2.586,0.5797,0.2528,0.9532,0.881,0.3389,0.199,0.772067,308.797
3.912,135.75,306.83,369.04,176.77,0.455,10.489,0.9476,0.4066,0.9855,0.4979,0.114,0.1379,0.767723,319.402
2.288,121.35,293.28,369.99,171.49,0.311,7.298,0.7291,0.3832,0.422,0.2137,0.3682,0.086,0.031619,300.247
4.641,162.78,299.11,370.69,173.5,0.503,1.446,1.01,0.7947,0.9504,0.81,0.2433,0.0587,0.500213,314.222
4.472,167.78,320.68,373.26,159.4,0.346,9.214,0.6593,0.4563,0.0354,0.1214,0.1203,0.2157,0.119395,332.32
2.49,128.7,304.61,375.64,158.11,0.63,10.526,1.168,0.1708,0.7459,0.4615,0.1954,0.2046,0.387563,318.342
5.71,104.91,314.19,388.9,156.2,0.756,3.431,0.4658,0.2672,0.6427,0.4986,0.8213,0.2337,0.085405,362.001
1.825,146.43,327.85,360.89,173.35,0.67,14.062,0.7549,0.5091,0.2495,0.2176,0.318,0.1033,0.089681,336.679
1.432,126.36,318.95,371.7,170.96,0.404,3.798,0.4479,0.1475,0.5073,0.3972,0.5304,0.1333,0.062918,324.433
3.694,169.02,308.14,375.26,160.26,0.554,5.014,0.5369,0.6117,0.1296,0.6373,0.2992,0.2322,0.02945,326.789
3.869,106.26,304.68,358.46,154.23,0.656,11.172,0.7673,0.5657,0.8716,0.6588,0.6233,0.1238,0.070328,332.558
3.238,108.34,297.62,385.1,175.4,0.703,3.405,0.4577,0.7147,0.3579,0.723,0.2282,0.1045,0.016903,323.86
2.806,148.96,320.25,352.81,161.53,0.442,13.859,0.3974,0.9377,0.626,0.5587,0.4588,0.1669,0.171637,329.75
3.371,153.11,294.5,379.3,155.69,0.539,9.794,1.0626,0.9123,0.1588,0.3349,0.2788,0.1446,0.347751,307.179
2.144,132.98,292.46,360.11,154.33,0.352,11.358,0.629,0.9461,0.2062,0.1098,0.5357,0.091,0.807929,298.147
3.824,119.41,294.19,350.42,177.59,0.663,2.225,0.9404,0.2447,0.992,0.5848,0.1792,0.2259,0.776201,316.227
7.332,121.69,299.72,365.79,153.9,0.517,12.415,0.7316,0.1316,0.7531,0.5505,0.5696,0.1777,0.209149,331.699
2.571,123.66,315.08,371.46,160.79,0.321,8.748,0.9715,0.3023,0.962,0.6071,0.6846,0.1038,0.169846,321.166
5.791,115.77,324.45,390.87,168.97,0.565,11.658,0.5356,0.8951,0.2959,0.8446,0.459,0.1767,0.029164,370.22
1.992,159.54,329.7,370.39,162.24,0.696,1.538,0.3891,0.9721,0.1646,0.2902,0.86,0.2404,0.948569,338.188
3.477,104.56,319.26,395.77,164.32,0.322,9.323,0.7702,0.8593,0.5031,0.6652,0.2707,0.0864,0.091682,329.133
3.248,128.51,295.84,392.13,174.08,0.502,10.499,0.8713,0.11,0.4947,0.2603,0.1793,0.1756,0.122017,311.814
7.559,152.33,301.11,359.64,179.98,0.541,7.674,1.154,0.9474,0.1749,0.7287,0.1687,0.2497,0.047883,336.835
3.996,100.27,295.28,357.79,164.02,0.8,12.612,0.9959,0.4234,0.7332,0.1245,0.3666,0.1485,0.223693,326.765
5.833,161.46,294.62,362.19,161.36,0.409,14.124,1.0871,0.0093,0.3618,0.3152,0.216,0.2032,0.114803,314.175
5.217,149.44,312.71,367.98,162.2,0.71,3.733,0.9569,0.4424,0.1864,0.3063,0.1074,0.1916,0.024766,342.6
1.987,105.14,326.27,379.17,161.07,0.373,1.38,1.1953,0.0461,0.332,0.779,0.2827,0.1487,0.539684,333.305
7.577,162.65,317.37,356.2,164.21,0.782,11.709,0.9666,0.5439,0.5637,0.5381,0.288,0.1348,0.076,357.114
3.421,134.11,322.03,376.6,159.99,0.453,7.47,0.888,0.3386,0.7265,0.4307,0.201,0.1854,0.284608,332.98
1.313,145.66,310.32,379.04,163.88,0.373,1.342,0.5851,0.4734,0.4819,0.2955,0.4099,0.1688,0.036856,315.04
3.103,161.74,309.01,383.04,178.36,0.491,1.792,0.5222,0.6132,0.5256,0.3582,0.8671,0.1458,0.181593,318.077
3.349,161.68,327.5,377.5,158.59,0.308,3.802,0.5512,0.8688,0.1389,0.6772,0.8328,0.074,0.518117,334.525
1.649,128.61,318.88,391.26,169.56,0.354,0.566,0.3244,0.6619,0.9147,0.7802,0.1151,0.2053,0.653299,323.726
5.34,116.64,308.37,382.08,164.61,0.548,7.316,0.5109,0.434,0.9287,0.1736,0.7558,0.2099,0.097742,338.857
3.427,118.02,303.3,396.23,171.97,0.77,5.869,0.5569,0.8194,0.6834,0.1116,0.2792,0.1164,0.664386,327.144
5.404,153.62,293.73,385.05,164.17,0.522,1.163,0.377,0.9056,0.0176,0.5393,0.5299,0.1125,0.396573,312.394
1.047,165.06,322.84,371.81,154.82,0.63,3.995,0.3104,0.1198,0.5371,0.7701,0.4737,0.1436,0.427016,326.615
7.874,105.06,296.77,360.48,176.17,0.654,11.23,0.7525,0.5319,0.6292,0.1182,0.8867,0.1201,0.237456,347.32
2.194,101.05,310.6,350.53,170.27,0.318,12.207,0.463,0.2845,0.9947,0.5629,0.5817,0.2051,0.247996,318.289
5.615,157.61,315.49,354.52,165.78,0.461,0.559,0.5093,0.0471,0.9961,0.7517,0.6041,0.2415,0.65019,334.09
6.01,127.06,319.76,359.48,174.93,0.799,2.043,1.1828,0.6685,0.8576,0.1907,0.8479,0.0687,0.228394,358.076
2.201,119.35,293.33,360.82,179.29,0.304,14.975,0.4336,0.8628,0.0638,0.3896,0.2284,0.078,0.250994,300.425
1.782,113.19,290.43,387.1,162.28,0.535,9.907,0.3449,0.1629,0.9533,0.1806,0.4948,0.1252,0.210475,299.855
2.068,124.25,318.24,369.3,160.59,0.719,10.431,1.0426,0.8124,0.6127,0.1306,0.198,0.1403,0.636791,329.758
2.728,168.0,308.18,366.23,172.61,0.444,6.001,0.5436,0.8534,0.8009,0.4953,0.188,0.1009,0.503956,315.87
2.178,168.4,297.25,352.62,163.64,0.798,7.814,0.7542,0.9143,0.4072,0.6318,0.6694,0.2297,0.148574,313.372
5.718,123.21,329.28,376.93,152.57,0.543,7.863,1.0502,0.2653,0.3197,0.838,0.5813,0.1976,0.396388,356.412
3.946,167.46,321.65,380.65,160.63,0.757,5.544,0.7561,0.904,0.4632,0.3469,0.1894,0.225,0.385334,340.015
4.765,120.99,313.14,393.89,174.26,0.564,10.501,1.1036,0.3207,0.1469,0.3084,0.5168,0.1202,0.137015,334.593
1.331,159.81,318.08,375.14,171.2,0.499,8.803,0.8974,0.5523,0.3571,0.5984,0.8582,0.2268,0.253284,323.817
7.029,114.84,296.2,350.39,175.89,0.655,14.184,0.8548,0.0505,0.8576,0.8578,0.2112,0.2333,1.069639,335.979
2.194,157.85,328.49,353.26,154.4,0.779,0.599,0.9809,0.0439,0.038,0.2486,0.2324,0.2334,0.079713,339.503
3.521,124.76,329.85,363.55,157.32,0.488,13.335,0.497,0.7204,0.1509,0.1949,0.6354,0.051,0.510816,344.461
1.503,113.7,315.94,356.96,156.44,0.732,14.262,0.4547,0.4445,0.1251,0.7746,0.2818,0.1447,0.133552,327.251
1.958,165.43,316.73,388.53,179.14,0.63,2.635,1.0563,0.2563,0.4031,0.2072,0.7052,0.1921,0.093681,325.871
5.661,114.99,318.18,355.39,155.07,0.489,3.718,1.1101,0.1904,0.997,0.4481,0.8366,0.206,0.092122,344.398
5.848,169.43,316.63,358.04,167.94,0.328,1.233,0.4445,0.67,0.1734,0.7251,0.1063,0.0938,0.007544,328.626
5.739,107.6,307.54,383.34,168.99,0.456,3.909,0.778,0.0004,0.1455,0.4002,0.3571,0.1703,0.204635,331.47
4.865,100.7,311.63,361.98,168.57,0.716,9.77,0.4525,0.8059,0.9151,0.6196,0.5657,0.142,0.156728,348.26
7.668,160.96,301.31,398.45,170.75,0.348,3.644,0.3273,0.0792,0.8821,0.7343,0.5119,0.184,0.566007,317.516
4.55,141.06,307.87,393.16,164.52,0.586,12.856,0.7502,0.1915,0.0322,0.5319,0.5364,0.1978,0.370077,327.308
4.146,129.51,307.44,387.23,152.51,0.556,13.761,0.8412,0.3862,0.7517,0.2601,0.6523,0.1415,0.025797,341.449
2.733,105.74,301.53,367.16,171.04,0.631,0.902,0.7222,0.4849,0.6555,0.2802,0.7455,0.0567,0.049976,317.678
1.692,140.24,321.47,352.84,158.43,0.77,7.85,1.0034,0.355,0.7677,0.8869,0.3242,0.174,0.479626,331.407
4.837,127.56,306.39,366.82,152.28,0.676,0.727,0.5079,0.3207,0.4945,0.749,0.6999,0.249,0.225652,332.777
3.204,133.85,312.07,368.84,155.09,0.555,9.479,1.1284,0.9639,0.9914,0.3555,0.1612,0.21,1.059349,326.611
4.668,144.13,296.24,356.37,158.62,0.715,5.538,0.8068,0.6416,0.0438,0.2426,0.6618,0.0949,0.54102,320.076
2.443,144.8,309.0,356.03,162.97,0.651,12.765,0.7792,0.0234,0.2344,0.3249,0.7677,0.1895,0.375363,321.053
6.867,167.24,320.46,383.41,175.84,0.748,13.803,0.7073,0.4302,0.3965,0.7568,0.8457,0.1331,0.308455,351.785
7.998,145.85,307.78,361.62,166.1,0.662,7.728,0.4936,0.875,0.4498,0.5763,0.614,0.1108,0.116188,342.766
3.257,123.76,312.31,383.9,164.16,0.677,14.313,0.5549,0.3015,0.9214,0.6524,0.3523,0.133,0.447019,329.335
6.896,123.07,318.07,377.42,155.74,0.342,13.068,0.7974,0.0946,0.56,0.6252,0.6227,0.1841,0.285542,338.166
7.111,133.4,305.56,395.07,178.78,0.302,1.901,0.9677,0.7584,0.0451,0.7838,0.2412,0.1918,0.039101,321.681
7.973,118.15,304.13,389.86,177.26,0.778,5.664,0.4267,0.606,0.4079,0.8904,0.6578,0.0634,0.143327,357.117
3.399,126.35,293.43,357.57,174.48,0.426,5.436,0.7704,0.5703,0.4165,0.6045,0.8012,0.1981,0.149177,306.964
6.292,158.95,313.29,380.51,159.69,0.383,4.903,0.3272,0.0536,0.9655,0.5837,0.8629,0.225,0.291598,329.671
2.602,160.18,318.28,382.66,166.85,0.379,12.062,0.465,0.1405,0.5992,0.1897,0.248,0.1882,0.12577,326.153
5.374,143.95,313.25,393.1,161.67,0.669,4.863,1.0233,0.6225,0.6357,0.8372,0.5943,0.1277,0.047789,341.32
5.934,140.8,301.34,382.05,162.09,0.323,5.999,0.5487,0.2078,0.7133,0.1501,0.8852,0.2201,0.032877,320.375
6.188,129.9,300.49,357.04,152.16,0.631,1.744,0.5546,0.5041,0.77,0.6421,0.6014,0.1432,0.047487,332.226
2.45,144.51,296.38,362.92,154.2,0.586,8.039,0.7779,0.5449,0.6351,0.6942,0.8542,0.175,0.070348,311.624
6.941,156.42,291.88,381.88,178.84,0.374,2.198,0.6341,0.2835,0.2372,0.3658,0.4509,0.0867,0.05245,308.429
3.947,151.65,307.08,395.6,168.3,0.368,13.102,1.0571,0.9484,0.874,0.1828,0.7327,0.0532,0.606104,315.355
2.515,102.48,296.42,394.58,150.19,0.366,12.076,0.7086,0.8425,0.7321,0.4399,0.1676,0.1764,0.480711,306.847
4.798,151.18,317.63,367.96,174.28,0.43,4.883,1.0704,0.7224,0.7419,0.2919,0.2672,0.0867,0.410613,331.901
7.043,150.4,328.47,391.53,152.61,0.621,0.566,0.308,0.078,0.9966,0.5752,0.1939,0.0603,0.891357,358.148
7.77,106.93,292.94,375.56,171.24,0.403,1.537,1.0276,0.1061,0.8025,0.1279,0.1451,0.0876,0.432639,322.741
6.237,110.52,325.72,373.22,168.63,0.63,3.66,0.3261,0.4928,0.8292,0.1385,0.455,0.1978,0.265468,362.925
1.039,155.15,316.31,367.54,151.89,0.786,7.723,1.0826,0.1607,0.9514,0.5583,0.7828,0.1026,0.186466,320.599
1.943,139.13,324.41,383.91,165.93,0.731,11.103,1.1565,0.9783,0.1511,0.2105,0.323,0.1743,0.619004,333.595
1.534,157.51,296.2,379.98,151.42,0.699,1.935,1.0977,0.1585,0.4977,0.3874,0.2888,0.1885,0.096072,302.606
1.708,112.93,326.26,368.73,151.93,0.775,10.771,1.1018,0.4875,0.5806,0.8,0.7071,0.094,0.113678,337.732
3.681,102.14,328.31,388.14,151.54,0.606,8.427,0.7981,0.3641,0.3293,0.1198,0.3107,0.1723,0.060053,359.408
3.369,111.34,326.27,368.97,157.66,0.684,9.485,1.1521,0.6394,0.8394,0.2196,0.5873,0.104,0.239733,347.002
1.796,131.68,321.42,379.22,174.05,0.687,13.953,0.4085,0.129,0.7624,0.8242,0.228,0.1874,0.768844,329.52
7.176,136.63,293.61,369.62,160.87,0.787,14.317,0.4008,0.4303,0.7209,0.4042,0.4232,0.097,0.089272,334.585
5.308,160.04,298.83,355.84,169.19,0.624,11.192,0.5482,0.2747,0.9971,0.3934,0.5364,0.1423,0.226342,321.141
6.575,150.13,326.53,358.06,153.75,0.437,10.544,0.7917,0.8878,0.2594,0.5426,0.8977,0.1059,0.526625,345.518
3.601,169.33,299.18,382.84,177.99,0.398,11.56,0.4513,0.0406,0.7355,0.4516,0.7842,0.2489,0.171312,310.857
3.872,105.51,303.91,390.56,165.13,0.453,10.259,1.0906,0.9137,0.5514,0.7194,0.1111,0.1821,0.23161,321.994
3.223,109.12,292.02,373.42,150.74,0.681,0.649,0.5345,0.833,0.313,0.3249,0.6087,0.0724,0.345584,313.088
4.069,105.9,315.12,366.28,166.12,0.628,14.952,1.1232,0.2976,0.1606,0.221,0.6157,0.2399,0.212971,346.504
5.273,137.69,312.53,366.82,155.54,0.41,9.736,0.5575,0.7893,0.8959,0.5437,0.5405,0.1871,0.186638,329.629
4.451,118.68,328.47,379.88,155.87,0.73,7.586,0.4247,0.0312,0.5955,0.4766,0.1218,0.1604,0.422714,354.992
6.865,147.85,325.69,373.38,168.01,0.791,7.065,0.9686,0.9669,0.8249,0.3876,0.3237,0.1156,0.58676,362.801
7.301,109.29,310.24,350.04,156.79,0.679,3.896,0.346,0.5266,0.5453,0.4021,0.2625,0.1351,0.095518,357.173
4.288,107.22,314.37,388.57,156.42,0.331,7.416,1.0008,0.3033,0.22,0.8283,0.1281,0.1809,0.284039,328.586
2.678,132.21,306.53,357.12,166.23,0.614,11.135,1.1411,0.3626,0.3375,0.7348,0.8082,0.0924,0.360058,318.546
7.616,126.31,295.3,383.74,157.06,0.769,4.187,0.508,0.0664,0.3815,0.26,0.5704,0.1388,0.073128,344.547
6.145,158.04,324.71,367.21,153.32,0.456,12.756,1.0322,0.9893,0.9729,0.4545,0.3082,0.1827,0.728003,343.292
5.481,158.63,311.98,378.9,162.25,0.593,3.555,1.1264,0.0393,0.0056,0.7026,0.8072,0.1573,1.082447,332.163
6.218,108.22,307.02,392.76,151.56,0.413,12.946,0.591,0.6549,0.9857,0.5151,0.7798,0.229,0.061927,345.27
1.532,156.86,292.74,357.71,177.16,0.74,8.968,1.0012,0.4427,0.9805,0.847,0.2829,0.1071,0.650082,299.321
1.473,139.49,316.62,388.88,163.55,0.735,12.646,0.3897,0.9489,0.9962,0.6692,0.287,0.2335,0.581207,323.417
2.072,135.25,305.99,351.92,150.39,0.482,6.546,1.0792,0.246,0.4766,0.2123,0.2444,0.1878,0.055035,318.37
2.032,106.63,300.15,396.07,156.74,0.475,5.159,0.7186,0.5321,0.9638,0.4196,0.2514,0.1184,0.520245,309.398
3.945,151.77,325.07,360.08,178.73,0.3,10.616,0.523,0.4824,0.3956,0.7857,0.686,0.0793,0.176342,332.576
2.102,104.17,297.35,389.72,164.89,0.459,5.763,0.7737,0.7029,0.0263,0.4208,0.2919,0.109,0.150095,305.406
6.982,119.44,310.6,353.36,160.77,0.691,14.315,0.5317,0.068,0.2243,0.5077,0.7641,0.0954,0.484729,351.46
5.047,106.68,321.83,366.35,159.45,0.314,11.237,1.0179,0.1938,0.9453,0.7521,0.8741,0.2321,0.316793,337.511
3.578,137.15,323.96,381.68,162.51,0.401,6.727,0.5896,0.2146,0.0138,0.1161,0.1446,0.1517,0.026824,339.134
1.487,145.17,322.75,382.94,156.35,0.665,3.015,0.3658,0.7382,0.546,0.1621,0.5232,0.1848,0.332304,329.499
5.137,162.36,325.87,384.94,172.47,0.624,8.57,0.3315,0.1891,0.0756,0.312,0.1282,0.0635,0.017877,347.031
1.816,151.37,295.69,367.54,165.25,0.793,9.138,0.5341,0.5735,0.2864,0.7129,0.3639,0.2396,0.025436,324.446
6.203,167.28,327.62,383.3,172.54,0.495,14.546,0.7789,0.2152,0.0881,0.3209,0.8482,0.2271,0.58888,345.96
6.619,153.27,290.43,371.43,157.63,0.367,11.284,0.8715,0.8616,0.8595,0.4311,0.3929,0.1505,0.403031,306.715
4.808,120.87,300.24,378.3,150.04,0.632,4.178,0.7555,0.9422,0.5911,0.3752,0.6511,0.2397,0.325028,325.913
2.047,138.33,293.36,377.36,178.99,0.34,4.298,0.9287,0.5185,0.9021,0.7402,0.5295,0.1554,0.188016,296.892
6.508,132.06,327.82,358.41,165.36,0.358,8.912,0.913,0.3523,0.6884,0.5854,0.5698,0.2215,0.068377,350.898
3.155,139.62,306.96,392.33,152.39,0.584,2.23,0.8167,0.2341,0.971,0.2739,0.8955,0.1756,0.007298,323.629
2.559,140.05,302.61,393.36,153.11,0.536,10.585,0.9137,0.0498,0.5099,0.8067,0.7564,0.1107,0.633638,312.587
4.294,149.15,296.68,360.19,163.04,0.432,1.648,1.0756,0.2685,0.6387,0.1087,0.8355,0.1982,0.06427,310.215
7.459,105.81,296.23,370.83,170.86,0.539,8.814,0.3363,0.6542,0.5763,0.4345,0.6342,0.1113,0.051656,338.051
3.082,152.27,314.56,373.24,161.9,0.734,14.744,1.0496,0.5336,0.4843,0.7372,0.4223,0.1136,0.045297,335.485
7.339,110.06,291.88,377.45,174.6,0.662,13.158,0.6204,0.944,0.846,0.468,0.4033,0.2046,0.42252,335.599
1.376,101.83,313.77,351.11,159.87,0.527,12.743,0.575,0.3963,0.6445,0.325,0.8754,0.1644,0.058387,332.261
1.585,136.32,320.99,387.94,151.37,0.456,11.374,1.0768,0.6939,0.8013,0.8349,0.3382,0.164,0.234342,327.04
5.89,140.7,314.04,393.1,150.25,0.591,13.968,0.8462,0.4893,0.7864,0.6345,0.2488,0.1367,0.31,338.642
2.334,102.44,323.06,357.11,175.78,0.301,13.984,0.3527,0.5126,0.191,0.5334,0.2039,0.104,0.000599,350.626
3.216,136.08,300.61,394.83,179.53,0.667,2.851,0.4716,0.2678,0.6502,0.8419,0.5352,0.1845,0.342797,316.171
1.955,137.42,293.09,392.55,153.98,0.701,3.814,1.1419,0.455,0.1996,0.8272,0.6655,0.2473,0.355602,303.6
3.326,103.67,318.84,377.11,151.86,0.361,13.903,0.6712,0.4708,0.5833,0.3765,0.4917,0.083,0.01728,337.395
2.963,149.81,323.13,363.74,177.43,0.501,4.483,0.5455,0.7066,0.6774,0.3794,0.8214,0.0771,0.127836,332.417
6.154,114.72,310.07,360.37,153.02,0.373,6.006,0.4781,0.9406,0.9972,0.3352,0.6903,0.1214,0.460747,329.805
5.914,155.61,322.82,374.46,156.85,0.774,1.103,0.801,0.3293,0.0305,0.3267,0.238,0.1808,0.043035,353.866
7.684,121.76,308.32,375.36,174.05,0.713,13.539,1.1713,0.0422,0.0912,0.2147,0.8633,0.2009,0.625798,353.666
6.071,133.45,297.94,382.59,179.94,0.31,1.546,0.4208,0.4963,0.077,0.6126,0.6239,0.1444,0.312596,313.475
5.864,162.43,308.98,390.08,164.58,0.785,8.181,0.5153,0.5445,0.3984,0.3398,0.2382,0.0529,0.067517,336.914
5.859,156.43,298.64,396.72,156.32,0.371,3.684,0.746,0.1684,0.8216,0.4585,0.4513,0.1239,0.2213,313.309
7.181,154.73,308.88,389.81,175.43,0.342,0.899,0.4938,0.7605,0.8441,0.4813,0.4667,0.2297,0.220299,325.477
3.074,111.23,295.9,395.45,161.83,0.316,4.703,1.1995,0.9849,0.737,0.6359,0.605,0.1384,0.139234,305.504
3.101,103.37,297.42,374.97,158.18,0.695,10.129,0.6684,0.9458,0.8969,0.7601,0.8632,0.0665,0.035615,318.427
6.188,142.4,325.32,351.94,164.71,0.763,1.793,0.6965,0.1971,0.3229,0.8752,0.4116,0.0787,0.467644,358.259
2.601,128.75,294.63,352.59,175.67,0.348,12.844,0.4973,0.8754,0.0882,0.4514,0.5685,0.1709,0.410489,301.261
7.384,163.64,298.97,363.42,156.99,0.792,10.531,1.0162,0.7045,0.0582,0.7831,0.411,0.133,0.130686,335.205
4.743,124.47,329.82,380.7,162.72,0.458,1.347,0.7187,0.4538,0.8521,0.5264,0.8216,0.0538,0.006202,348.623
3.101,128.74,313.04,366.76,163.33,0.639,6.356,0.8836,0.5406,0.7304,0.8475,0.866,0.217,0.112523,333.302
6.433,136.82,313.43,358.31,174.98,0.793,12.227,0.4568,0.8496,0.6986,0.7082,0.6922,0.151,0.020049,374.393
3.186,155.75,323.8,392.52,170.28,0.304,14.013,0.4164,0.4801,0.3397,0.6487,0.3087,0.207,0.029363,339.193
7.743,118.78,310.97,399.25,173.41,0.573,9.619,0.8047,0.3732,0.3799,0.4342,0.5947,0.2158,0.049874,360.479
7.881,165.93,298.87,350.83,170.8,0.628,10.376,0.4602,0.4932,0.9581,0.3429,0.3022,0.0836,0.452796,328.823
5.668,137.79,306.9,354.47,167.78,0.486,13.212,0.7637,0.5791,0.0638,0.7455,0.5595,0.2269,0.273375,328.456
1.795,158.87,320.2,374.97,153.97,0.355,7.09,1.1993,0.1891,0.7737,0.5645,0.4116,0.122,0.272105,324.43
2.842,136.79,324.9,366.88,174.99,0.611,10.756,0.6976,0.9009,0.3096,0.1625,0.7112,0.0867,0.706449,337.882
4.608,154.04,300.93,389.11,168.22,0.324,8.877,0.3225,0.6742,0.0391,0.4481,0.8172,0.1255,0.656671,309.591
6.96,103.6,300.48,382.72,171.04,0.762,10.578,0.8709,0.6333,0.7426,0.216,0.1112,0.2449,0.5727,350.514
2.294,155.94,303.1,353.43,173.36,0.531,13.294,0.533,0.0995,0.3309,0.1221,0.8311,0.2329,0.250701,315.088
1.731,136.68,313.85,377.24,159.35,0.755,11.953,1.1466,0.6042,0.7221,0.8937,0.307,0.2401,0.256218,328.133
1.521,131.46,301.14,366.83,163.12,0.718,2.348,0.5104,0.121,0.7077,0.5339,0.6788,0.0507,0.171341,310.375
4.549,107.81,325.73,398.26,166.24,0.302,14.014,1.1394,0.0787,0.5348,0.7499,0.2794,0.0963,0.515746,339.473
7.193,151.91,329.12,373.76,160.28,0.53,1.225,0.3164,0.5273,0.7774,0.4602,0.3758,0.1954,0.165765,354.922
1.297,109.18,317.16,396.38,157.76,0.744,11.472,1.1805,0.4028,0.581,0.6081,0.5913,0.2093,0.042273,350.591
2.486,113.46,328.81,351.51,173.3,0.486,4.638,0.5461,0.5888,0.2866,0.8923,0.2264,0.154,0.095737,340.084
5.853,108.85,301.51,355.16,172.61,0.462,11.808,1.0035,0.0892,0.7341,0.6236,0.2857,0.1161,0.486687,326.501
6.781,100.46,322.61,369.31,174.95,0.643,0.714,0.7197,0.431,0.5891,0.2302,0.4828,0.1184,0.051631,366.746
6.652,146.33,317.14,394.35,170.9,0.653,3.699,0.6334,0.1748,0.0127,0.7293,0.1949,0.1574,0.340615,348.107
6.495,118.96,300.53,377.23,159.35,0.622,1.659,1.1622,0.9871,0.9016,0.8435,0.2077,0.0506,0.502138,332.743
1.909,110.46,302.74,391.21,159.81,0.482,11.411,1.1476,0.5612,0.5456,0.3579,0.6356,0.1882,0.049421,325.083
3.781,122.4,309.55,364.18,165.83,0.332,3.314,0.8436,0.6874,0.8686,0.2789,0.8991,0.1644,0.167847,320.652
7.893,134.94,321.67,355.57,175.07,0.762,13.951,1.1453,0.3254,0.8827,0.3118,0.8895,0.1518,0.00023,405.784
7.922,135.24,324.89,362.3,160.39,0.459,6.459,1.0098,0.0947,0.445,0.2336,0.4987,0.0897,0.022167,354.635
5.217,125.7,315.36,382.27,172.98,0.698,10.93,0.627,0.9759,0.5077,0.2693,0.7078,0.0851,0.539288,344.191
5.965,134.65,318.86,393.57,159.17,0.476,12.461,1.1064,0.2863,0.4158,0.6508,0.5982,0.0708,0.166172,338.916
7.659,129.91,300.55,372.75,160.16,0.547,14.321,0.6229,0.4238,0.4494,0.3946,0.1049,0.2327,0.119542,342.781
4.149,157.59,319.64,359.68,172.57,0.487,7.194,1.1516,0.6499,0.8951,0.809,0.8218,0.2238,0.030702,340.986
1.958,102.07,314.2,381.88,170.36,0.341,10.231,0.7643,0.0247,0.7881,0.3869,0.728,0.166,0.134825,322.096
